game_date,season,Team,Relinquished,Notes,player
2011-04-08,2010-11,Bucks,Chris Douglas-Roberts,placed on IL,Chris Douglas-Roberts
2011-04-08,2010-11,Cavaliers,Samardo Samuels,strained left groin (DNP),Samardo Samuels
2011-04-08,2010-11,Celtics,Jermaine O'Neal,placed on IL for rest,Jermaine O'Neal
2011-04-08,2010-11,Clippers,Chris Kaman,sprained right knee (DNP),Chris Kaman
2011-04-08,2010-11,Hawks,Jason Collins,placed on IL with sprained left ankle (out for season),Jason Collins
2011-04-08,2010-11,Heat,Jamaal Magloire,placed on IL,Jamaal Magloire
2011-04-08,2010-11,Knicks,Amar'e Stoudemire,placed on IL with sprained ankle,Amar'e Stoudemire
2011-04-08,2010-11,Knicks,Andy Rautins,surgery on knee (date approximate),Andy Rautins
2011-04-08,2010-11,Mavericks,Jason Kidd,placed on IL for rest,Jason Kidd
2011-04-08,2010-11,Nets,Anthony Morrow,left knee tendinitis (DNP),Anthony Morrow
2011-04-08,2010-11,Nuggets,Timofey Mozgov,sprained left knee and ankle (DNP),Timofey Mozgov
2011-04-08,2010-11,Pistons,Will Bynum,strained right knee (DNP),Will Bynum
2011-04-08,2010-11,Raptors,Jose Calderon,sore/strained left hamstring (DNP),Jose Calderon
2011-04-08,2010-11,Suns,Steve Nash,strained right hamstring (DNP),Steve Nash
2011-04-08,2010-11,Wizards,Hamady N'Diaye,strained patella tendon nin left knee (DNP),Hamady Ndiaye
2011-04-08,2010-11,Wizards,Nick Young,bruised left knee (DNP),Nick Young
2011-04-09,2010-11,Bucks,Jon Brockman,separated left shoulder (DNP),Jon Brockman
2011-04-09,2010-11,Cavaliers,Samardo Samuels,placed on IL with strained left groin (out for season),Samardo Samuels
2011-04-09,2010-11,Clippers,Chris Kaman,sprained right knee (DNP),Chris Kaman
2011-04-09,2010-11,Jazz,Kyrylo Fesenko,fractured right thumb (DNP),Kyrylo Fesenko
2011-04-09,2010-11,Jazz,Ronnie Price,strained left calf (DNP),Ronnie Price
2011-04-09,2010-11,Nuggets,Timofey Mozgov,sprained left knee and ankle (DNP),Timofey Mozgov
2011-04-09,2010-11,Nuggets,Wilson Chandler,sore left ankle (DNP),Wilson Chandler
2011-04-09,2010-11,Rockets,Kyle Lowry,sore left foot / knee (CBC) (DNP),Kyle Lowry
2011-04-09,2010-11,Rockets,Luis Scola,sore left knee (DNP),Luis Scola
2011-04-09,2010-11,Spurs,Antonio McDyess,placed on IL for rest,Antonio McDyess
2011-04-09,2010-11,Timberwolves,Darko Milicic,sprained left ankle (DNP),Darko Milicic
2011-04-09,2010-11,Wizards,Hamady N'Diaye,strained patella tendon nin left knee (DNP),Hamady Ndiaye
2011-04-09,2010-11,Wizards,Nick Young,bruised left knee (DNP),Nick Young
2011-04-10,2010-11,Bobcats,Eduardo Najera,lower back spasms (DNP),Eduardo Najera
2011-04-10,2010-11,Bobcats,Stephen Jackson,strained left hamstring (DNP),Stephen Jackson
2011-04-10,2010-11,Bobcats,Tyrus Thomas,sore left knee (DNP),Tyrus Thomas
2011-04-10,2010-11,Celtics,Avery Bradley,placed on IL,Avery Bradley
2011-04-10,2010-11,Heat,Erick Dampier,placed on IL with knee injury / rest,Erick Dampier
2011-04-10,2010-11,Magic,J.J. Redick,lower abdominal strain (DNP),JJ Redick
2011-04-10,2010-11,Mavericks,Ian Mahinmi,placed on IL,Ian Mahinmi
